date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
31/03/2018 11:00,2.99,0,17.24,0,100,17.09,39600,Weekend,Saturday,Light_Load
31/03/2018 11:15,2.88,0,6.01,0,100,43.21,40500,Weekend,Saturday,Light_Load
31/03/2018 11:30,2.84,0,5.22,0,100,47.79,41400,Weekend,Saturday,Light_Load
31/03/2018 11:45,2.92,0,5.08,0,100,49.83,42300,Weekend,Saturday,Light_Load
31/03/2018 12:00,2.88,0,5.22,0,100,48.31,43200,Weekend,Saturday,Light_Load
31/03/2018 12:15,3.02,0,13.07,0,100,22.51,44100,Weekend,Saturday,Light_Load
31/03/2018 12:30,3.06,0,16.78,0,100,17.94,45000,Weekend,Saturday,Light_Load
31/03/2018 12:45,3.06,0,16.81,0,100,17.91,45900,Weekend,Saturday,Light_Load
31/03/2018 13:00,3.1,0,16.85,0,100,18.09,46800,Weekend,Saturday,Light_Load
31/03/2018 13:15,3.67,0,25.56,0,100,14.21,47700,Weekend,Saturday,Light_Load
31/03/2018 13:30,3.49,0,24.34,0,100,14.19,48600,Weekend,Saturday,Light_Load
31/03/2018 13:45,2.99,0,17.32,0,100,17.01,49500,Weekend,Saturday,Light_Load
31/03/2018 14:00,2.99,0,17.32,0,100,17.01,50400,Weekend,Saturday,Light_Load
31/03/2018 14:15,2.95,0,17.35,0,100,16.76,51300,Weekend,Saturday,Light_Load
31/03/2018 14:30,2.95,0,17.28,0,100,16.83,52200,Weekend,Saturday,Light_Load
31/03/2018 14:45,3.02,0,17.35,0,100,17.15,53100,Weekend,Saturday,Light_Load
31/03/2018 15:00,2.99,0,17.35,0,100,16.98,54000,Weekend,Saturday,Light_Load
31/03/2018 15:15,3.53,0,25.2,0,100,13.87,54900,Weekend,Saturday,Light_Load
31/03/2018 15:30,3.2,0,20.09,0,100,15.73,55800,Weekend,Saturday,Light_Load
31/03/2018 15:45,3.02,0,17.17,0,100,17.32,56700,Weekend,Saturday,Light_Load
31/03/2018 16:00,3.02,0,17.21,0,100,17.28,57600,Weekend,Saturday,Light_Load
31/03/2018 16:15,2.99,0,17.14,0,100,17.19,58500,Weekend,Saturday,Light_Load
31/03/2018 16:30,2.99,0,17.14,0,100,17.19,59400,Weekend,Saturday,Light_Load
31/03/2018 16:45,3.02,0,17.14,0,100,17.35,60300,Weekend,Saturday,Light_Load
31/03/2018 17:00,2.95,0,17.32,0,100,16.79,61200,Weekend,Saturday,Light_Load
31/03/2018 17:15,2.92,0,17.5,0,100,16.46,62100,Weekend,Saturday,Light_Load
31/03/2018 17:30,3.02,0,17.35,0,100,17.15,63000,Weekend,Saturday,Light_Load
31/03/2018 17:45,2.95,0,17.35,0,100,16.76,63900,Weekend,Saturday,Light_Load
31/03/2018 18:00,2.95,0,17.32,0,100,16.79,64800,Weekend,Saturday,Light_Load
31/03/2018 18:15,2.77,0,6.12,0,100,41.23,65700,Weekend,Saturday,Light_Load
31/03/2018 18:30,3.38,0,8.17,0,100,38.23,66600,Weekend,Saturday,Light_Load
31/03/2018 18:45,3.38,0,19.19,0,100,17.35,67500,Weekend,Saturday,Light_Load
31/03/2018 19:00,3.28,0,21.28,0,100,15.23,68400,Weekend,Saturday,Light_Load
31/03/2018 19:15,3.42,0,23.69,0,100,14.29,69300,Weekend,Saturday,Light_Load
31/03/2018 19:30,3.02,0,17.39,0,100,17.11,70200,Weekend,Saturday,Light_Load
31/03/2018 19:45,3.02,0,17.39,0,100,17.11,71100,Weekend,Saturday,Light_Load
31/03/2018 20:00,2.95,0,17.46,0,100,16.66,72000,Weekend,Saturday,Light_Load
31/03/2018 20:15,2.99,0,17.5,0,100,16.84,72900,Weekend,Saturday,Light_Load
31/03/2018 20:30,3.06,0,17.42,0,100,17.3,73800,Weekend,Saturday,Light_Load
31/03/2018 20:45,2.99,0,17.42,0,100,16.92,74700,Weekend,Saturday,Light_Load
31/03/2018 21:00,2.99,0,17.42,0,100,16.92,75600,Weekend,Saturday,Light_Load
31/03/2018 21:15,3.06,0,17.39,0,100,17.33,76500,Weekend,Saturday,Light_Load
31/03/2018 21:30,3.02,0,17.35,0,100,17.15,77400,Weekend,Saturday,Light_Load
31/03/2018 21:45,3.06,0,17.32,0,100,17.4,78300,Weekend,Saturday,Light_Load
31/03/2018 22:00,3.02,0,17.32,0,100,17.18,79200,Weekend,Saturday,Light_Load
31/03/2018 22:15,3.1,1.62,9.65,0,88.63,30.58,80100,Weekend,Saturday,Light_Load
31/03/2018 22:30,3.13,4.28,0,0,59.03,100,81000,Weekend,Saturday,Light_Load
31/03/2018 22:45,2.77,3.96,0,0,57.32,100,81900,Weekend,Saturday,Light_Load
31/03/2018 23:00,2.95,4.25,0,0,57.02,100,82800,Weekend,Saturday,Light_Load
31/03/2018 23:15,3.38,4.72,0,0,58.22,100,83700,Weekend,Saturday,Light_Load
31/03/2018 23:30,3.06,4.03,0,0,60.47,100,84600,Weekend,Saturday,Light_Load
31/03/2018 23:45,2.74,3.42,0,0,62.53,100,85500,Weekend,Saturday,Light_Load
31/03/2018 00:00,2.7,3.56,0,0,60.43,100,0,Weekend,Saturday,Light_Load
01/04/2018 00:15,2.74,3.56,0,0,60.99,100,900,Weekend,Sunday,Light_Load
01/04/2018 00:30,2.81,3.92,0,0,58.26,100,1800,Weekend,Sunday,Light_Load
01/04/2018 00:45,2.77,3.78,0,0,59.11,100,2700,Weekend,Sunday,Light_Load
01/04/2018 01:00,2.77,3.89,0,0,58,100,3600,Weekend,Sunday,Light_Load
01/04/2018 01:15,2.95,4.07,0,0,58.69,100,4500,Weekend,Sunday,Light_Load
01/04/2018 01:30,3.35,4.36,0,0,60.93,100,5400,Weekend,Sunday,Light_Load
01/04/2018 01:45,2.81,3.85,0,0,58.95,100,6300,Weekend,Sunday,Light_Load
01/04/2018 02:00,2.84,4.03,0,0,57.6,100,7200,Weekend,Sunday,Light_Load
01/04/2018 02:15,2.77,3.85,0,0,58.4,100,8100,Weekend,Sunday,Light_Load
01/04/2018 02:30,2.77,3.85,0,0,58.4,100,9000,Weekend,Sunday,Light_Load
01/04/2018 02:45,2.77,4,0,0,56.93,100,9900,Weekend,Sunday,Light_Load
01/04/2018 03:00,2.81,4,0,0,57.48,100,10800,Weekend,Sunday,Light_Load
01/04/2018 03:15,2.81,4.03,0,0,57.2,100,11700,Weekend,Sunday,Light_Load
01/04/2018 03:30,2.84,4.18,0,0,56.2,100,12600,Weekend,Sunday,Light_Load
01/04/2018 03:45,2.81,4.07,0,0,56.82,100,13500,Weekend,Sunday,Light_Load
01/04/2018 04:00,2.81,4,0,0,57.48,100,14400,Weekend,Sunday,Light_Load
01/04/2018 04:15,2.74,3.89,0,0,57.59,100,15300,Weekend,Sunday,Light_Load
01/04/2018 04:30,2.77,3.92,0,0,57.71,100,16200,Weekend,Sunday,Light_Load
01/04/2018 04:45,3.42,5.04,0,0,56.15,100,17100,Weekend,Sunday,Light_Load
01/04/2018 05:00,3.2,4.82,0,0,55.31,100,18000,Weekend,Sunday,Light_Load
01/04/2018 05:15,3.02,3.89,0,0,61.32,100,18900,Weekend,Sunday,Light_Load
01/04/2018 05:30,3.1,4.1,0,0,60.31,100,19800,Weekend,Sunday,Light_Load
01/04/2018 05:45,2.74,3.49,0,0,61.75,100,20700,Weekend,Sunday,Light_Load
01/04/2018 06:00,2.77,3.64,0,0,60.56,100,21600,Weekend,Sunday,Light_Load
01/04/2018 06:15,2.81,3.71,0,0,60.38,100,22500,Weekend,Sunday,Light_Load
01/04/2018 06:30,2.66,3.53,0,0,60.18,100,23400,Weekend,Sunday,Light_Load
01/04/2018 06:45,2.66,3.53,0,0,60.18,100,24300,Weekend,Sunday,Light_Load
01/04/2018 07:00,2.66,3.53,0,0,60.18,100,25200,Weekend,Sunday,Light_Load
01/04/2018 07:15,2.7,3.64,0,0,59.58,100,26100,Weekend,Sunday,Light_Load
01/04/2018 07:30,2.7,3.42,0,0,61.96,100,27000,Weekend,Sunday,Light_Load
01/04/2018 07:45,2.66,3.49,0,0,60.62,100,27900,Weekend,Sunday,Light_Load
01/04/2018 08:00,2.7,3.64,0,0,59.58,100,28800,Weekend,Sunday,Light_Load
01/04/2018 08:15,2.7,3.64,0,0,59.58,100,29700,Weekend,Sunday,Light_Load
01/04/2018 08:30,2.77,3.67,0,0,60.24,100,30600,Weekend,Sunday,Light_Load
01/04/2018 08:45,3.2,4.21,0.11,0,60.51,99.94,31500,Weekend,Sunday,Light_Load
01/04/2018 09:00,3.13,0,14.83,0,100,20.65,32400,Weekend,Sunday,Light_Load
01/04/2018 09:15,2.99,0,17.46,0,100,16.88,33300,Weekend,Sunday,Light_Load
01/04/2018 09:30,3.56,0,25.31,0,100,13.93,34200,Weekend,Sunday,Light_Load
01/04/2018 09:45,3.35,0,21.35,0,100,15.5,35100,Weekend,Sunday,Light_Load
01/04/2018 10:00,3.02,0,17.03,0,100,17.46,36000,Weekend,Sunday,Light_Load
01/04/2018 10:15,3.13,0,16.99,0,100,18.12,36900,Weekend,Sunday,Light_Load
01/04/2018 10:30,3.06,0,17.03,0,100,17.69,37800,Weekend,Sunday,Light_Load
01/04/2018 10:45,3.06,0,16.99,0,100,17.73,38700,Weekend,Sunday,Light_Load
01/04/2018 11:00,3.02,0,17.03,0,100,17.46,39600,Weekend,Sunday,Light_Load
01/04/2018 11:15,2.92,0,5.83,0,100,44.78,40500,Weekend,Sunday,Light_Load
01/04/2018 11:30,2.88,0,5.08,0,100,49.32,41400,Weekend,Sunday,Light_Load
01/04/2018 11:45,2.95,0,5,0,100,50.81,42300,Weekend,Sunday,Light_Load
01/04/2018 12:00,2.88,0,4.86,0,100,50.98,43200,Weekend,Sunday,Light_Load
01/04/2018 12:15,3.06,0,12.78,0,100,23.29,44100,Weekend,Sunday,Light_Load
01/04/2018 12:30,3.13,0,16.6,0,100,18.53,45000,Weekend,Sunday,Light_Load
01/04/2018 12:45,3.1,0,16.56,0,100,18.4,45900,Weekend,Sunday,Light_Load
01/04/2018 13:00,3.17,0,16.63,0,100,18.72,46800,Weekend,Sunday,Light_Load
01/04/2018 13:15,3.1,0,16.81,0,100,18.14,47700,Weekend,Sunday,Light_Load
01/04/2018 13:30,3.46,0,22.54,0,100,15.17,48600,Weekend,Sunday,Light_Load
01/04/2018 13:45,3.42,0,21.96,0,100,15.39,49500,Weekend,Sunday,Light_Load
01/04/2018 14:00,3.74,0,25.85,0,100,14.32,50400,Weekend,Sunday,Light_Load
01/04/2018 14:15,3.28,0,19.12,0,100,16.91,51300,Weekend,Sunday,Light_Load
01/04/2018 14:30,3.2,0,16.78,0,100,18.73,52200,Weekend,Sunday,Light_Load
01/04/2018 14:45,3.06,0,16.85,0,100,17.87,53100,Weekend,Sunday,Light_Load
01/04/2018 15:00,3.1,0,16.78,0,100,18.17,54000,Weekend,Sunday,Light_Load
01/04/2018 15:15,3.06,0,16.78,0,100,17.94,54900,Weekend,Sunday,Light_Load
01/04/2018 15:30,3.06,0,16.85,0,100,17.87,55800,Weekend,Sunday,Light_Load
01/04/2018 15:45,3.06,0,16.96,0,100,17.76,56700,Weekend,Sunday,Light_Load
01/04/2018 16:00,3.1,0,16.88,0,100,18.06,57600,Weekend,Sunday,Light_Load
01/04/2018 16:15,3.02,0,16.99,0,100,17.5,58500,Weekend,Sunday,Light_Load
01/04/2018 16:30,2.99,0,16.99,0,100,17.33,59400,Weekend,Sunday,Light_Load
01/04/2018 16:45,3.02,0,16.92,0,100,17.57,60300,Weekend,Sunday,Light_Load
01/04/2018 17:00,3.1,0,16.78,0,100,18.17,61200,Weekend,Sunday,Light_Load
01/04/2018 17:15,3.42,0,20.27,0,100,16.64,62100,Weekend,Sunday,Light_Load
01/04/2018 17:30,3.53,0,22.36,0,100,15.59,63000,Weekend,Sunday,Light_Load
01/04/2018 17:45,3.06,0,16.7,0,100,18.02,63900,Weekend,Sunday,Light_Load
01/04/2018 18:00,3.13,0,16.67,0,100,18.45,64800,Weekend,Sunday,Light_Load
01/04/2018 18:15,3.56,0,8.57,0,100,38.36,65700,Weekend,Sunday,Light_Load
01/04/2018 18:30,2.99,0,5.47,0,100,47.96,66600,Weekend,Sunday,Light_Load
01/04/2018 18:45,3.06,0,13.75,0,100,21.72,67500,Weekend,Sunday,Light_Load
01/04/2018 19:00,3.1,0,16.99,0,100,17.95,68400,Weekend,Sunday,Light_Load
01/04/2018 19:15,3.06,0,17.03,0,100,17.69,69300,Weekend,Sunday,Light_Load
01/04/2018 19:30,3.06,0,17.06,0,100,17.65,70200,Weekend,Sunday,Light_Load
01/04/2018 19:45,3.1,0,17.03,0,100,17.91,71100,Weekend,Sunday,Light_Load
01/04/2018 20:00,3.1,0,16.99,0,100,17.95,72000,Weekend,Sunday,Light_Load
01/04/2018 20:15,3.13,0,16.99,0,100,18.12,72900,Weekend,Sunday,Light_Load
01/04/2018 20:30,3.1,0,17.03,0,100,17.91,73800,Weekend,Sunday,Light_Load
01/04/2018 20:45,3.49,0,22.39,0,100,15.4,74700,Weekend,Sunday,Light_Load
01/04/2018 21:00,3.42,0,21.92,0,100,15.42,75600,Weekend,Sunday,Light_Load
01/04/2018 21:15,3.1,0,16.92,0,100,18.02,76500,Weekend,Sunday,Light_Load
01/04/2018 21:30,3.1,0,16.92,0,100,18.02,77400,Weekend,Sunday,Light_Load
01/04/2018 21:45,3.17,0,16.96,0,100,18.37,78300,Weekend,Sunday,Light_Load
01/04/2018 22:00,3.56,0,22.9,0,100,15.36,79200,Weekend,Sunday,Light_Load
01/04/2018 22:15,3.38,1.62,14.44,0,90.18,22.79,80100,Weekend,Sunday,Light_Load
01/04/2018 22:30,2.81,4.39,0,0,53.91,100,81000,Weekend,Sunday,Light_Load
01/04/2018 22:45,2.84,4.36,0,0,54.58,100,81900,Weekend,Sunday,Light_Load
01/04/2018 23:00,2.88,4.32,0,0,55.47,100,82800,Weekend,Sunday,Light_Load
01/04/2018 23:15,2.77,4,0,0,56.93,100,83700,Weekend,Sunday,Light_Load
01/04/2018 23:30,2.77,3.96,0,0,57.32,100,84600,Weekend,Sunday,Light_Load
01/04/2018 23:45,2.77,3.92,0,0,57.71,100,85500,Weekend,Sunday,Light_Load
01/04/2018 00:00,2.77,4,0,0,56.93,100,0,Weekend,Sunday,Light_Load
02/04/2018 00:15,2.77,4.03,0,0,56.64,100,900,Weekday,Monday,Light_Load
02/04/2018 00:30,3.46,5.22,0,0,55.25,100,1800,Weekday,Monday,Light_Load
02/04/2018 00:45,2.95,4.43,0,0,55.43,100,2700,Weekday,Monday,Light_Load
02/04/2018 01:00,2.81,4.18,0,0,55.79,100,3600,Weekday,Monday,Light_Load
02/04/2018 01:15,2.77,4.18,0,0,55.24,100,4500,Weekday,Monday,Light_Load
02/04/2018 01:30,2.81,4.18,0,0,55.79,100,5400,Weekday,Monday,Light_Load
02/04/2018 01:45,2.92,4.36,0,0,55.65,100,6300,Weekday,Monday,Light_Load
02/04/2018 02:00,3.49,5.4,0,0,54.28,100,7200,Weekday,Monday,Light_Load
02/04/2018 02:15,2.99,4.57,0,0,54.75,100,8100,Weekday,Monday,Light_Load
02/04/2018 02:30,2.84,4.36,0,0,54.58,100,9000,Weekday,Monday,Light_Load
02/04/2018 02:45,2.81,4.21,0,0,55.52,100,9900,Weekday,Monday,Light_Load
02/04/2018 03:00,2.81,4.32,0,0,54.53,100,10800,Weekday,Monday,Light_Load
02/04/2018 03:15,2.84,4.28,0,0,55.29,100,11700,Weekday,Monday,Light_Load
02/04/2018 03:30,2.84,4.21,0,0,55.92,100,12600,Weekday,Monday,Light_Load
02/04/2018 03:45,2.81,4.25,0,0,55.15,100,13500,Weekday,Monday,Light_Load
02/04/2018 04:00,2.84,4.28,0,0,55.29,100,14400,Weekday,Monday,Light_Load
02/04/2018 04:15,3.2,4.03,0,0,62.18,100,15300,Weekday,Monday,Light_Load
02/04/2018 04:30,3.1,4.5,0,0,56.73,100,16200,Weekday,Monday,Light_Load
02/04/2018 04:45,2.84,4.1,0,0,56.94,100,17100,Weekday,Monday,Light_Load
02/04/2018 05:00,2.81,4.18,0,0,55.79,100,18000,Weekday,Monday,Light_Load
02/04/2018 05:15,2.81,4.18,0,0,55.79,100,18900,Weekday,Monday,Light_Load
02/04/2018 05:30,2.81,4.14,0,0,56.16,100,19800,Weekday,Monday,Light_Load
02/04/2018 05:45,2.81,4.1,0,0,56.53,100,20700,Weekday,Monday,Light_Load
02/04/2018 06:00,2.81,4.1,0,0,56.53,100,21600,Weekday,Monday,Light_Load
02/04/2018 06:15,3.35,5.18,0,0,54.3,100,22500,Weekday,Monday,Light_Load
02/04/2018 06:30,3.06,4.68,0,0,54.72,100,23400,Weekday,Monday,Light_Load
02/04/2018 06:45,2.74,3.96,0,0,56.9,100,24300,Weekday,Monday,Light_Load
02/04/2018 07:00,2.74,3.96,0,0,56.9,100,25200,Weekday,Monday,Light_Load
02/04/2018 07:15,2.7,3.85,0,0,57.42,100,26100,Weekday,Monday,Light_Load
02/04/2018 07:30,3.85,4.32,0,0,66.53,100,27000,Weekday,Monday,Light_Load
02/04/2018 07:45,4.64,5.29,0,0,65.94,100,27900,Weekday,Monday,Light_Load
02/04/2018 08:00,4.57,4.86,0,0,68.5,100,28800,Weekday,Monday,Light_Load
02/04/2018 08:15,13.1,12.53,0,0.01,72.27,100,29700,Weekday,Monday,Light_Load
02/04/2018 08:30,52.81,49.93,0,0.02,72.66,100,30600,Weekday,Monday,Light_Load
02/04/2018 08:45,60.88,54.54,0,0.03,74.48,100,31500,Weekday,Monday,Light_Load
02/04/2018 09:00,68.62,39.96,0,0.03,86.42,100,32400,Weekday,Monday,Light_Load
02/04/2018 09:15,53.21,22.64,0,0.02,92.02,100,33300,Weekday,Monday,Medium_Load
02/04/2018 09:30,59.11,27.32,0,0.03,90.77,100,34200,Weekday,Monday,Medium_Load
02/04/2018 09:45,61.31,30.78,0,0.03,89.37,100,35100,Weekday,Monday,Medium_Load
02/04/2018 10:00,52.56,21.85,0,0.02,92.34,100,36000,Weekday,Monday,Medium_Load
02/04/2018 10:15,63.61,32.87,0,0.03,88.84,100,36900,Weekday,Monday,Maximum_Load
02/04/2018 10:30,53.1,22.39,0,0.02,92.14,100,37800,Weekday,Monday,Maximum_Load
02/04/2018 10:45,48.2,21.64,0,0.02,91.23,100,38700,Weekday,Monday,Maximum_Load
02/04/2018 11:00,47.3,19.62,0,0.02,92.37,100,39600,Weekday,Monday,Maximum_Load
02/04/2018 11:15,64.51,43.96,0,0.03,82.64,100,40500,Weekday,Monday,Maximum_Load
02/04/2018 11:30,42.23,30.56,0,0.02,81.01,100,41400,Weekday,Monday,Maximum_Load
02/04/2018 11:45,56.34,44.68,0,0.03,78.35,100,42300,Weekday,Monday,Maximum_Load
02/04/2018 12:00,62.75,48.31,0,0.03,79.24,100,43200,Weekday,Monday,Maximum_Load
02/04/2018 12:15,10.8,3.02,19.04,0,96.31,49.34,44100,Weekday,Monday,Medium_Load
02/04/2018 12:30,5.04,0,26.24,0,100,18.86,45000,Weekday,Monday,Medium_Load
02/04/2018 12:45,5.47,0,25.78,0,100,20.76,45900,Weekday,Monday,Medium_Load
02/04/2018 13:00,5.76,0,25.56,0,100,21.98,46800,Weekday,Monday,Medium_Load
02/04/2018 13:15,27.79,6.55,7.88,0.01,97.33,96.21,47700,Weekday,Monday,Maximum_Load
02/04/2018 13:30,51.73,21.1,0,0.02,92.59,100,48600,Weekday,Monday,Maximum_Load
02/04/2018 13:45,58.64,25.85,0,0.03,91.5,100,49500,Weekday,Monday,Maximum_Load
02/04/2018 14:00,57.35,28.91,0,0.03,89.3,100,50400,Weekday,Monday,Maximum_Load
02/04/2018 14:15,55.55,28.12,0,0.03,89.22,100,51300,Weekday,Monday,Maximum_Load
02/04/2018 14:30,65.59,30.92,0,0.03,90.45,100,52200,Weekday,Monday,Maximum_Load
02/04/2018 14:45,57.06,26.14,0,0.03,90.91,100,53100,Weekday,Monday,Maximum_Load
02/04/2018 15:00,81.94,35.32,0,0.04,91.83,100,54000,Weekday,Monday,Maximum_Load
02/04/2018 15:15,111.67,43.31,0,0.05,93.23,100,54900,Weekday,Monday,Maximum_Load
02/04/2018 15:30,91.84,32.54,0,0.04,94.26,100,55800,Weekday,Monday,Maximum_Load
02/04/2018 15:45,110.09,37.01,0,0.05,94.79,100,56700,Weekday,Monday,Maximum_Load
02/04/2018 16:00,72.5,21.31,0,0.03,95.94,100,57600,Weekday,Monday,Maximum_Load
02/04/2018 16:15,44.89,7.81,0.04,0.02,98.52,100,58500,Weekday,Monday,Maximum_Load
02/04/2018 16:30,53.96,13.97,0.07,0.02,96.81,100,59400,Weekday,Monday,Maximum_Load
02/04/2018 16:45,57.28,18.5,0,0.03,95.16,100,60300,Weekday,Monday,Maximum_Load
02/04/2018 17:00,50.15,12.85,0,0.02,96.87,100,61200,Weekday,Monday,Maximum_Load
02/04/2018 17:15,49.82,14.26,0,0.02,96.14,100,62100,Weekday,Monday,Medium_Load
02/04/2018 17:30,59.83,21.28,0.36,0.03,94.22,100,63000,Weekday,Monday,Medium_Load
02/04/2018 17:45,31.25,0,8.42,0.01,100,96.56,63900,Weekday,Monday,Medium_Load
02/04/2018 18:00,31.07,0,8.96,0.01,100,96.08,64800,Weekday,Monday,Medium_Load
02/04/2018 18:15,35.46,14.04,0.61,0.02,92.98,99.99,65700,Weekday,Monday,Medium_Load
02/04/2018 18:30,59.62,38.7,0,0.03,83.88,100,66600,Weekday,Monday,Medium_Load
02/04/2018 18:45,42.12,14.72,0,0.02,94.4,100,67500,Weekday,Monday,Medium_Load
02/04/2018 19:00,44.03,12.6,0,0.02,96.14,100,68400,Weekday,Monday,Medium_Load
02/04/2018 19:15,54.61,18.25,0,0.03,94.84,100,69300,Weekday,Monday,Medium_Load
02/04/2018 19:30,71.89,23.9,0,0.03,94.89,100,70200,Weekday,Monday,Medium_Load
02/04/2018 19:45,102.35,34.92,0,0.05,94.64,100,71100,Weekday,Monday,Medium_Load
02/04/2018 20:00,102.67,33.16,0,0.05,95.16,100,72000,Weekday,Monday,Medium_Load
02/04/2018 20:15,77.69,22.9,0,0.04,95.92,100,72900,Weekday,Monday,Medium_Load
02/04/2018 20:30,92.63,23.33,0,0.04,96.97,100,73800,Weekday,Monday,Medium_Load
02/04/2018 20:45,68.18,8.71,0.5,0.03,99.19,100,74700,Weekday,Monday,Medium_Load
02/04/2018 21:00,27.22,1.76,13.68,0.01,99.79,89.35,75600,Weekday,Monday,Medium_Load
02/04/2018 21:15,4.36,0,26.21,0,100,16.41,76500,Weekday,Monday,Medium_Load
02/04/2018 21:30,4.21,0,26.24,0,100,15.84,77400,Weekday,Monday,Medium_Load
02/04/2018 21:45,4.21,0,26.21,0,100,15.86,78300,Weekday,Monday,Medium_Load
02/04/2018 22:00,4.14,0,26.21,0,100,15.6,79200,Weekday,Monday,Medium_Load
02/04/2018 22:15,3.96,1.87,14.94,0,90.42,25.62,80100,Weekday,Monday,Medium_Load
02/04/2018 22:30,3.71,4.97,0,0,59.82,100,81000,Weekday,Monday,Medium_Load
02/04/2018 22:45,3.74,4.75,0,0,61.86,100,81900,Weekday,Monday,Medium_Load
02/04/2018 23:00,4.21,5.04,0,0,64.11,100,82800,Weekday,Monday,Medium_Load
02/04/2018 23:15,4.75,5.04,0,0,68.59,100,83700,Weekday,Monday,Light_Load
02/04/2018 23:30,4.21,5.04,0,0,64.11,100,84600,Weekday,Monday,Light_Load
02/04/2018 23:45,3.64,4.43,0,0,63.49,100,85500,Weekday,Monday,Light_Load
02/04/2018 00:00,3.6,4.39,0,0,63.41,100,0,Weekday,Monday,Light_Load
03/04/2018 00:15,3.67,4.64,0,0,62.04,100,900,Weekday,Tuesday,Light_Load
03/04/2018 00:30,3.71,5.11,0,0,58.75,100,1800,Weekday,Tuesday,Light_Load
03/04/2018 00:45,3.67,5,0,0,59.17,100,2700,Weekday,Tuesday,Light_Load
03/04/2018 01:00,3.6,4.28,0,0,64.37,100,3600,Weekday,Tuesday,Light_Load
03/04/2018 01:15,3.67,4.57,0,0,62.62,100,4500,Weekday,Tuesday,Light_Load
03/04/2018 01:30,3.64,4.72,0,0,61.07,100,5400,Weekday,Tuesday,Light_Load
03/04/2018 01:45,3.71,5.04,0,0,59.28,100,6300,Weekday,Tuesday,Light_Load
03/04/2018 02:00,3.64,4.54,0,0,62.55,100,7200,Weekday,Tuesday,Light_Load
03/04/2018 02:15,3.6,4.5,0,0,62.47,100,8100,Weekday,Tuesday,Light_Load
03/04/2018 02:30,3.64,4.39,0,0,63.83,100,9000,Weekday,Tuesday,Light_Load
03/04/2018 02:45,3.67,5.15,0,0,58.03,100,9900,Weekday,Tuesday,Light_Load
03/04/2018 03:00,3.67,4.82,0,0,60.58,100,10800,Weekday,Tuesday,Light_Load
03/04/2018 03:15,3.67,4.46,0,0,63.54,100,11700,Weekday,Tuesday,Light_Load
03/04/2018 03:30,3.67,4.46,0,0,63.54,100,12600,Weekday,Tuesday,Light_Load
03/04/2018 03:45,3.38,4.21,0,0,62.6,100,13500,Weekday,Tuesday,Light_Load
03/04/2018 04:00,3.1,4.03,0,0,60.97,100,14400,Weekday,Tuesday,Light_Load
03/04/2018 04:15,3.35,4.36,0,0,60.93,100,15300,Weekday,Tuesday,Light_Load
03/04/2018 04:30,3.71,5,0,0,59.59,100,16200,Weekday,Tuesday,Light_Load
03/04/2018 04:45,3.1,4.1,0,0,60.31,100,17100,Weekday,Tuesday,Light_Load
03/04/2018 05:00,3.1,4.07,0,0,60.59,100,18000,Weekday,Tuesday,Light_Load
03/04/2018 05:15,3.13,4.21,0,0,59.66,100,18900,Weekday,Tuesday,Light_Load
03/04/2018 05:30,3.13,4,0,0,61.63,100,19800,Weekday,Tuesday,Light_Load
03/04/2018 05:45,3.1,4.03,0,0,60.97,100,20700,Weekday,Tuesday,Light_Load
03/04/2018 06:00,3.06,4.14,0,0,59.44,100,21600,Weekday,Tuesday,Light_Load
03/04/2018 06:15,3.1,4.1,0,0,60.31,100,22500,Weekday,Tuesday,Light_Load
03/04/2018 06:30,3.6,4.61,0,0,61.55,100,23400,Weekday,Tuesday,Light_Load
03/04/2018 06:45,3.06,4.21,0,0,58.79,100,24300,Weekday,Tuesday,Light_Load
03/04/2018 07:00,3.06,4,0,0,60.76,100,25200,Weekday,Tuesday,Light_Load
03/04/2018 07:15,2.99,3.74,0,0,62.44,100,26100,Weekday,Tuesday,Light_Load
03/04/2018 07:30,3.31,3.71,0,0,66.57,100,27000,Weekday,Tuesday,Light_Load
03/04/2018 07:45,3.78,4,0,0,68.68,100,27900,Weekday,Tuesday,Light_Load
03/04/2018 08:00,5.51,4.93,0,0,74.52,100,28800,Weekday,Tuesday,Light_Load
03/04/2018 08:15,51.26,38.48,0,0.02,79.97,100,29700,Weekday,Tuesday,Light_Load
03/04/2018 08:30,112.64,72.36,0,0.05,84.14,100,30600,Weekday,Tuesday,Light_Load
03/04/2018 08:45,96.12,68.65,0,0.04,81.38,100,31500,Weekday,Tuesday,Light_Load
03/04/2018 09:00,104.44,42.91,0,0.05,92.5,100,32400,Weekday,Tuesday,Light_Load
03/04/2018 09:15,99.68,28.8,0,0.05,96.07,100,33300,Weekday,Tuesday,Medium_Load
03/04/2018 09:30,70.92,16.52,0,0.03,97.39,100,34200,Weekday,Tuesday,Medium_Load
03/04/2018 09:45,100.3,31.18,0,0.05,95.49,100,35100,Weekday,Tuesday,Medium_Load
03/04/2018 10:00,87.41,27.43,0,0.04,95.41,100,36000,Weekday,Tuesday,Medium_Load
03/04/2018 10:15,96.55,31.86,0,0.04,94.96,100,36900,Weekday,Tuesday,Maximum_Load
